Datetime,RWY 09 (BEG),RWY 10 (TDZ),RWY 11 (BEG),RWY 11 (TDZ),RWY 27 (MID),RWY 28 (MID),RWY 28 (BEG),RWY 28 (TDZ),RWY 29 (BEG),RWY 09 (TDZ),RWY 29 (MID),RWY_09_BEG_predicted,RWY_09_TDZ_predicted,RWY_10_TDZ_predicted,RWY_11_BEG_predicted,RWY_11_TDZ_predicted,RWY_27_MID_predicted,RWY_28_BEG_predicted,RWY_28_MID_predicted,RWY_28_TDZ_predicted,RWY_29_BEG_predicted,RWY_29_MID_predicted
2024-01-01 00:00:00,3327.576271186441,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,2771.5,3333.0,3333.0,,,,,,,,,,,
2024-01-01 00:10:00,3195.883333333333,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,2702.2881355932204,3333.0,3333.0,,,,,,,,,,,
2024-01-01 00:20:00,3207.65,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,2655.333333333333,3333.0,3333.0,,,,,,,,,,,
2024-01-01 00:30:00,3281.7,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,2752.186440677966,3333.0,3333.0,3193.9316,3331.292,3329.792,3330.0503,3331.3645,3329.5098,3331.065,3331.0073,3330.4111,2643.0608,3329.898
2024-01-01 00:40:00,3300.766666666667,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,2633.7796610169494,3333.0,3333.0,3226.9626,3331.292,3329.792,3330.0503,3331.3645,3329.5098,3331.065,3331.0073,3330.4111,2795.5085,3329.898
2024-01-01 00:50:00,3279.583333333333,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,2421.7,3333.0,3333.0,3241.1147,3331.292,3329.792,3330.0503,3331.3645,3329.5098,3331.065,3331.0073,3330.4111,2596.6174,3329.898
2024-01-01 01:00:00,3332.75,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,2341.322033898305,3333.0,3333.0,3222.2598,3331.292,3329.792,3330.0503,3331.3645,3329.5098,3331.065,3331.0073,3330.4111,2381.367,3329.898
2024-01-01 01:10:00,3286.516666666667,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,2310.0677966101694,3333.0,3333.0,3310.9314,3331.292,3329.792,3330.0503,3331.3645,3329.5098,3331.065,3331.0073,3330.4111,2351.6545,3329.898
2024-01-01 01:20:00,3151.616666666667,3333.0,3325.116666666667,3333.0,3333.0,3333.0,3333.0,3333.0,2189.75,3333.0,3333.0,3183.0498,3331.292,3329.792,3330.0503,3331.3645,3329.5098,3331.065,3331.0073,3330.4111,2324.5603,3329.898
2024-01-01 01:30:00,2605.45,3333.0,2761.64406779661,3333.0,3283.1833333333334,3333.0,3333.0,3333.0,1804.7796610169487,3333.0,3333.0,3114.773,3331.292,3329.792,3251.7878,3331.3645,3329.5098,3331.065,3331.0073,3330.4111,2130.3193,3329.898
2024-01-01 01:40:00,2315.233333333333,3333.0,2437.610169491525,3168.35593220339,2942.55,3333.0,3333.0,3333.0,1585.0169491525423,3333.0,3333.0,2520.8716,3331.292,3329.792,2581.6516,3331.3645,3137.1995,3331.065,3331.0073,3330.4111,1730.939,3329.898
2024-01-01 01:50:00,2179.866666666667,3333.0,2158.5666666666666,2860.15,2651.2833333333333,3333.0,3333.0,3333.0,1443.1833333333334,3333.0,3333.0,2328.386,3331.292,3329.792,2282.021,3091.303,2855.595,3331.065,3331.0073,3330.4111,1528.1747,3329.898
2024-01-01 02:00:00,2045.8333333333333,3333.0,1983.0677966101696,2851.1525423728813,2445.3166666666666,3333.0,3333.0,3333.0,1355.8983050847455,3249.983050847457,3333.0,2201.8572,3331.292,3329.792,2138.4468,2767.777,2554.7585,3331.065,3331.0073,3330.4111,1377.4803,3329.898
2024-01-01 02:10:00,1935.7,3333.0,1885.2203389830509,2768.542372881356,2222.083333333333,3333.0,3333.0,3333.0,1237.5254237288136,3134.627118644068,3332.2203389830506,2033.189,3078.6323,3329.792,1891.6207,2787.285,2373.9912,3331.065,3331.0073,3330.4111,1319.9629,3329.898
2024-01-01 02:20:00,1852.55,3333.0,1805.5666666666664,2450.383333333333,2165.1,3333.0,3333.0,3333.0,1198.9666666666667,3303.583333333333,2993.2833333333333,1937.884,3093.9224,3329.792,1863.3788,2744.555,2127.1921,3331.065,3331.0073,3330.4111,1213.5812,3299.7979
2024-01-01 02:30:00,1766.55,3333.0,1743.6101694915253,2430.084745762712,2118.9166666666665,3333.0,3333.0,3333.0,1182.864406779661,3333.0,3214.915254237288,1861.4241,3243.4983,3329.792,1790.1401,2412.186,2163.2505,3331.065,3331.0073,3330.4111,1163.3905,2730.732
2024-01-01 02:40:00,1737.0833333333333,3333.0,1693.949152542373,2238.9,2087.116666666667,3333.0,3333.0,3333.0,1165.677966101695,3145.0,3333.0,1771.6635,3319.38,3329.792,1742.6193,2401.9097,2102.0193,3331.065,3331.0073,3330.4111,1181.6248,3232.2893
2024-01-01 02:50:00,1787.35,3333.0,1642.2666666666669,2332.7966101694915,2071.266666666667,3333.0,3333.0,3333.0,1139.9833333333331,2758.2033898305085,3333.0,1695.2456,2936.5671,3329.792,1716.698,2212.1497,2095.3398,3331.065,3331.0073,3330.4111,1177.7512,3318.9014
2024-01-01 03:00:00,1826.3666666666663,3333.0,1623.3559322033898,2477.366666666667,2029.75,3333.0,3333.0,3333.0,1117.6101694915253,2540.4166666666665,3333.0,1820.1073,2705.5598,3329.792,1660.9244,2317.4438,2066.6423,3331.065,3331.0073,3330.4111,1177.7512,3319.4124
2024-01-01 03:10:00,1887.8166666666664,3333.0,1589.169811320755,2434.222222222222,1954.4166666666667,3333.0,3333.0,3333.0,1081.8983050847455,2702.2075471698117,3305.925925925926,1874.5146,2524.836,3329.792,1639.2625,2590.0593,2010.9388,3331.065,3331.0073,3330.4111,1103.8617,3329.898
2024-01-01 03:20:00,1855.8333333333333,3333.0,1543.0869565217392,2236.25,1865.65,3333.0,3333.0,3333.0,1065.6666666666667,2755.6222222222223,2952.911111111111,1908.7922,2797.3528,3329.792,1597.2135,2403.4163,1941.7856,3331.065,3331.0073,3330.4111,1102.6453,3215.0159
2024-01-01 03:30:00,1761.2881355932204,3333.0,1512.593220338983,1998.2333333333331,1885.6833333333332,3333.0,3333.0,3333.0,1043.9830508474577,3228.016666666667,3313.0,1866.2535,2762.4578,3329.792,1545.2216,2212.1497,1886.0546,3331.065,3331.0073,3330.4111,1090.0779,2882.1753
2024-01-01 03:40:00,1745.25,3333.0,1481.7796610169491,2099.915254237288,1874.7,3333.0,3333.0,3333.0,1032.5084745762713,3333.0,3333.0,1747.1604,3250.2812,3329.792,1509.6543,1974.5404,1909.144,3331.065,3331.0073,3330.4111,1065.5121,3267.8613
2024-01-01 03:50:00,1664.3666666666666,3333.0,1465.5,2306.65,1880.9666666666667,3333.0,3333.0,3333.0,1022.95,3240.55,3333.0,1695.2456,3302.584,3329.792,1514.1014,2096.8413,1908.5076,3331.065,3331.0073,3330.4111,1079.6455,3310.723
