Datetime,RWY 09 (BEG),RWY 10 (TDZ),RWY 11 (BEG),RWY 11 (TDZ),RWY 27 (MID),RWY 28 (MID),RWY 28 (BEG),RWY 28 (TDZ),RWY 29 (BEG),RWY 09 (TDZ),RWY 29 (MID)
01/01/2024 05:30,1483.0666666666666,3333.0,1472.3559322033898,2204.3389830508477,1770.3833333333334,3333.0,3333.0,3333.0,915.8474576271186,3330.6610169491523,3333.0
01/01/2024 05:40,1578.9333333333334,3333.0,1459.3559322033898,1946.85,1772.2166666666667,3333.0,3333.0,3333.0,935.9491525423729,3333.0,3333.0
01/01/2024 05:50,1636.7931034482758,3333.0,1471.7241379310344,2183.655172413793,1743.406779661017,3333.0,3333.0,3333.0,948.0338983050848,3333.0,3333.0
01/01/2024 06:00,1753.9333333333334,3333.0,1473.5084745762713,2368.5254237288136,1805.25,3333.0,3333.0,3333.0,933.9322033898305,3333.0,3333.0
01/01/2024 06:10,1843.3666666666666,3333.0,1476.7543859649122,2103.864406779661,1841.2833333333333,3333.0,3333.0,3333.0,913.4821428571429,3333.0,3333.0
01/01/2024 06:20,1758.578947368421,3333.0,1456.5333333333333,1927.8135593220338,1946.1864406779662,3333.0,3333.0,3333.0,1014.3,3333.0,3333.0
01/01/2024 06:30,1627.2666666666667,3333.0,1510.915254237288,2031.0833333333333,1954.5666666666666,3333.0,3333.0,3333.0,1022.0338983050848,3299.9333333333334,3333.0
01/01/2024 06:40,1685.2,3333.0,1590.3728813559321,1956.4915254237287,1998.75,3333.0,3333.0,3333.0,971.6271186440678,3333.0,3333.0
01/01/2024 06:50,1757.0666666666666,3333.0,1601.7833333333333,2341.5833333333335,1899.35,3333.0,3333.0,3333.0,969.0333333333333,3333.0,3333.0
01/01/2024 07:00,1883.1666666666667,3333.0,1673.5084745762713,2549.322033898305,1835.3333333333333,3333.0,3333.0,3333.0,964.9491525423729,3306.0508474576272,3333.0
01/01/2024 07:10,1746.25,3333.0,1714.8474576271187,2265.508474576271,1818.5166666666667,3333.0,3333.0,3333.0,962.457627118644,3333.0,3333.0
01/01/2024 07:20,2408.1833333333334,3333.0,1714.9833333333333,2151.0833333333335,1808.1,3333.0,3333.0,3333.0,951.25,3333.0,3333.0
01/01/2024 07:30,2800.5833333333335,3333.0,1672.406779661017,2083.0169491525426,1897.2666666666667,3333.0,3333.0,3333.0,948.9491525423729,3333.0,3333.0
01/01/2024 07:40,2847.0333333333333,3333.0,1669.9830508474577,2068.45,1814.1166666666666,3333.0,3333.0,3333.0,919.0,3333.0,3333.0
01/01/2024 07:50,2613.45,3333.0,1641.0333333333333,2411.8474576271187,1881.9833333333333,3333.0,3333.0,3333.0,906.7166666666667,3202.35593220339,3333.0
01/01/2024 08:00,3087.9,3333.0,1692.1864406779662,2270.1833333333334,1885.75,3333.0,3333.0,3333.0,920.5762711864406,3317.383333333333,3333.0
01/01/2024 08:10,2619.0666666666666,3333.0,1694.7118644067796,2154.4745762711864,1938.6833333333334,3333.0,3333.0,3333.0,910.7457627118644,3333.0,3333.0
01/01/2024 08:20,2395.233333333333,3333.0,1719.6271186440679,1999.2372881355932,1969.7,3333.0,3333.0,3333.0,946.6949152542373,3333.0,3333.0
01/01/2024 08:30,2499.133333333333,3333.0,1767.0166666666667,1981.4666666666667,2045.6833333333334,3333.0,3333.0,3333.0,992.1166666666667,3333.0,3333.0
01/01/2024 08:40,2505.8333333333335,3333.0,2141.4745762711864,2138.1525423728813,2076.55,3333.0,3333.0,3333.0,2333.0169491525426,3333.0,3333.0
01/01/2024 08:50,2628.1,3333.0,2228.4745762711864,2318.866666666667,2089.633333333333,3333.0,3333.0,3333.0,2599.898305084746,3298.483333333333,3333.0
01/01/2024 09:00,1986.45,3333.0,2228.5833333333335,2321.271186440678,2141.633333333333,3333.0,3333.0,3333.0,2162.15,3249.7118644067796,3333.0
01/01/2024 09:10,1710.7833333333333,3333.0,2309.7796610169494,2198.9,2192.35,3333.0,3333.0,3333.0,1956.2542372881355,3333.0,3333.0
01/01/2024 09:20,1741.8166666666666,3333.0,2352.4406779661017,2086.898305084746,2157.4,3333.0,3333.0,3333.0,2015.5084745762713,3333.0,3333.0
01/01/2024 09:30,1549.1166666666666,3333.0,2367.95,2034.3728813559321,2084.75,3333.0,3333.0,3333.0,2348.4666666666667,3333.0,3333.0
01/01/2024 09:40,1538.5833333333333,3333.0,2394.2033898305085,2334.95,2102.516666666667,3333.0,3333.0,3333.0,2302.186440677966,3333.0,3333.0
01/01/2024 09:50,1592.8333333333333,3333.0,2447.576271186441,2533.6101694915255,2081.9,3333.0,3333.0,3333.0,2132.5423728813557,3333.0,3333.0
01/01/2024 10:00,1609.6666666666667,3333.0,2459.4666666666667,2213.95,2085.633333333333,3333.0,3333.0,3333.0,2397.133333333333,3333.0,3333.0
01/01/2024 10:10,1631.65,3333.0,2502.3728813559323,2139.6271186440677,2009.1,3333.0,3333.0,2499.35593220339,2634.491525423729,3333.0,3333.0
01/01/2024 10:20,1711.8666666666666,3333.0,2668.830508474576,2216.483333333333,2015.2333333333333,2933.4333333333334,2860.8,2707.271186440678,2705.728813559322,2978.3166666666666,3045.866666666667
01/01/2024 10:30,1698.3666666666666,3333.0,2508.3166666666666,2479.6610169491523,2056.366666666667,3119.05,2806.9,2681.3,2514.7833333333333,2598.830508474576,3087.3728813559323
01/01/2024 10:40,1721.2833333333333,3333.0,2724.2203389830506,2555.0677966101694,2082.6,3296.7,2994.366666666667,3055.15,2645.9322033898306,2782.2881355932204,3333.0
01/01/2024 10:50,1828.8333333333333,3333.0,2606.8333333333335,2351.75,2154.6833333333334,3332.3166666666666,3270.084745762712,3090.733333333333,3023.7796610169494,2448.866666666667,3261.9666666666667
01/01/2024 11:00,2026.6166666666666,3333.0,2309.3728813559323,2217.135593220339,2306.0333333333333,3333.0,3333.0,3331.9166666666665,3025.733333333333,2474.35593220339,2779.4406779661017
01/01/2024 11:10,2193.7166666666667,3333.0,2239.4745762711864,2394.016666666667,2460.2166666666667,3333.0,3333.0,3330.383333333333,2372.186440677966,2827.4166666666665,2715.45
01/01/2024 11:20,2489.733333333333,3333.0,2285.116666666667,2719.9661016949153,2548.2,3333.0,3333.0,3333.0,2069.5,2877.762711864407,2790.0338983050847
01/01/2024 11:30,2988.366666666667,3333.0,2539.406779661017,3196.4166666666665,2663.3,3333.0,3333.0,3333.0,1859.0169491525423,3101.35,3250.55
01/01/2024 11:40,3294.9166666666665,3333.0,2804.322033898305,3282.5593220338983,2859.55,3333.0,3333.0,3333.0,2105.762711864407,3202.322033898305,3333.0
01/01/2024 11:50,3332.85,3333.0,3242.0833333333335,3330.0338983050847,3199.0666666666666,3333.0,3333.0,3333.0,2201.733333333333,3332.6666666666665,3333.0
01/01/2024 12:00,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,2603.0338983050847,3333.0,3333.0
01/01/2024 12:10,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3159.677966101695,3333.0,3333.0
01/01/2024 12:20,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 12:30,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 12:40,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 12:50,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 13:00,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 13:10,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 13:20,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 13:30,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 13:40,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 13:50,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 14:00,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 14:10,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 14:20,3333.0,3333.0,3331.7457627118642,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 14:30,3333.0,3333.0,3324.883333333333,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 14:40,3333.0,3333.0,3284.101694915254,3333.0,3333.0,3333.0,3333.0,3333.0,3291.9491525423728,3333.0,3333.0
01/01/2024 14:50,3333.0,3333.0,3290.2166666666667,3333.0,3333.0,3333.0,3333.0,3333.0,3163.2203389830506,3333.0,3333.0
01/01/2024 15:00,3333.0,3333.0,3295.084745762712,3333.0,3333.0,3333.0,3333.0,3333.0,3169.9333333333334,3333.0,3333.0
01/01/2024 15:10,3333.0,3333.0,3182.2033898305085,3333.0,3333.0,3333.0,3333.0,3333.0,3200.5423728813557,3333.0,3333.0
01/01/2024 15:20,3333.0,3333.0,3286.186440677966,3333.0,3333.0,3333.0,3333.0,3333.0,3183.6101694915255,3333.0,3333.0
01/01/2024 15:30,3333.0,3333.0,3236.266666666667,3333.0,3333.0,3333.0,3333.0,3333.0,3191.35,3333.0,3333.0
01/01/2024 15:40,3333.0,3333.0,3224.186440677966,3333.0,3333.0,3333.0,3333.0,3333.0,3213.0338983050847,3333.0,3333.0
01/01/2024 15:50,3333.0,3333.0,3087.576271186441,3333.0,3333.0,3333.0,3333.0,3333.0,3204.3728813559323,3333.0,3333.0
01/01/2024 16:00,3333.0,3333.0,3079.133333333333,3333.0,3333.0,3333.0,3333.0,3333.0,3186.3333333333335,3333.0,3333.0
01/01/2024 16:10,3333.0,3333.0,3108.3050847457625,3333.0,3333.0,3333.0,3333.0,3333.0,3201.4576271186443,3333.0,3333.0
01/01/2024 16:20,3333.0,3333.0,3104.0666666666666,3333.0,3333.0,3333.0,3333.0,3333.0,3173.3333333333335,3333.0,3333.0
01/01/2024 16:30,3333.0,3333.0,3124.7966101694915,3333.0,3333.0,3333.0,3333.0,3333.0,3146.0,3333.0,3333.0
01/01/2024 16:40,3333.0,3333.0,3240.8474576271187,3333.0,3333.0,3333.0,3333.0,3333.0,3173.4745762711864,3333.0,3333.0
01/01/2024 16:50,3333.0,3333.0,3144.2833333333333,3333.0,3333.0,3333.0,3333.0,3333.0,3244.2166666666667,3333.0,3333.0
01/01/2024 17:00,3333.0,3333.0,3151.186440677966,3333.0,3333.0,3333.0,3333.0,3333.0,3291.084745762712,3333.0,3333.0
01/01/2024 17:10,3333.0,3333.0,3258.2033898305085,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 17:20,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3317.366666666667,3333.0,3333.0
01/01/2024 17:30,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3304.593220338983,3333.0,3333.0
01/01/2024 17:40,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 17:50,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 18:00,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3328.5,3333.0,3333.0
01/01/2024 18:10,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 18:20,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 18:30,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 18:40,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 18:50,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 19:00,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3314.8333333333335,3333.0,3333.0
01/01/2024 19:10,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 19:20,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3320.5423728813557,3333.0,3333.0
01/01/2024 19:30,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3327.9166666666665,3333.0,3333.0
01/01/2024 19:40,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3239.2542372881358,3333.0,3333.0
01/01/2024 19:50,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 20:00,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 20:10,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 20:20,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 20:30,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 20:40,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 20:50,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 21:00,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 21:10,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 21:20,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 21:30,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 21:40,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 21:50,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 22:00,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 22:10,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 22:20,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 22:30,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 22:40,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 22:50,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 23:00,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 23:10,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 23:20,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 23:30,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 23:40,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
01/01/2024 23:50,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
02/01/2024 00:00,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
02/01/2024 00:10,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
02/01/2024 00:20,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
02/01/2024 00:30,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
02/01/2024 00:40,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
02/01/2024 00:50,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
02/01/2024 01:00,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
02/01/2024 01:10,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
02/01/2024 01:20,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
02/01/2024 01:30,3248.633333333333,3333.0,3308.883333333333,3333.0,3310.733333333333,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0
02/01/2024 01:40,2761.5666666666666,3333.0,2911.084745762712,3333.0,2946.483333333333,3333.0,3333.0,3288.9333333333334,3333.0,3333.0,3333.0
02/01/2024 01:50,2653.133333333333,3333.0,2597.135593220339,3333.0,2605.75,3333.0,3333.0,3192.5833333333335,3202.8474576271187,3333.0,3333.0
02/01/2024 02:00,2421.1833333333334,3333.0,2368.55,3163.4576271186443,2375.516666666667,2694.6,3333.0,2626.4406779661017,2843.8166666666666,3333.0,3293.6101694915255
02/01/2024 02:10,2244.1666666666665,3333.0,2147.576271186441,3160.233333333333,2248.2,2453.733333333333,3333.0,2469.366666666667,2688.64406779661,3333.0,3043.016666666667
02/01/2024 02:20,2120.516666666667,3333.0,2053.5666666666666,3172.1186440677966,2115.25,1979.8333333333333,3221.733333333333,2510.7833333333333,2654.271186440678,3333.0,2811.2033898305085
02/01/2024 02:30,2023.5666666666666,3333.0,1956.5593220338983,3006.983333333333,2039.6833333333334,2231.0508474576272,3178.0833333333335,2367.2833333333333,2735.233333333333,3333.0,3253.633333333333
02/01/2024 02:40,1817.45,3333.0,1863.084745762712,2842.7457627118642,1933.2166666666667,2227.9,3182.2833333333333,2232.15,2835.5254237288136,3333.0,3328.4576271186443
02/01/2024 02:50,1725.3666666666666,3333.0,1830.5166666666667,2935.7966101694915,1830.1166666666666,2098.65,2992.1833333333334,2191.866666666667,2496.3333333333335,3333.0,3204.2
02/01/2024 03:00,1744.6,3333.0,1873.7627118644068,2704.45,1833.7666666666667,1997.8666666666666,3065.5,2073.9666666666667,2356.084745762712,3333.0,2898.6271186440677
02/01/2024 03:10,1747.4,3333.0,1886.2711864406779,2519.0338983050847,1801.2833333333333,1941.95,3070.55,2013.2666666666667,2253.135593220339,3333.0,2760.7796610169494
02/01/2024 03:20,1719.4833333333333,3333.0,1840.6440677966102,3008.4166666666665,1759.2666666666667,1879.8833333333334,2985.5,1974.65,2314.101694915254,3333.0,2537.383333333333
02/01/2024 03:30,1722.0333333333333,3333.0,1792.9666666666667,3073.864406779661,1737.45,1834.4666666666667,3004.383333333333,1986.9666666666667,2308.5333333333333,3333.0,2471.6101694915255
02/01/2024 03:40,1747.0,3333.0,1777.0677966101696,2901.4666666666667,1687.0166666666667,1724.2666666666667,3218.366666666667,2009.6166666666666,2360.64406779661,3333.0,3134.0833333333335
02/01/2024 03:50,1771.8,3333.0,1780.050847457627,2674.813559322034,1665.1333333333334,1477.7166666666667,3307.5666666666666,2032.0166666666667,2405.101694915254,3333.0,3249.813559322034
02/01/2024 04:00,1727.4333333333334,3333.0,1765.3833333333334,2466.15,1633.4,1747.3166666666666,3132.616666666667,2084.1833333333334,2621.6666666666665,3333.0,2705.9
02/01/2024 04:10,1563.5666666666666,3333.0,1812.864406779661,2267.322033898305,1595.0333333333333,2111.2166666666667,3098.0666666666666,2513.4666666666667,2693.135593220339,3333.0,2658.8813559322034
02/01/2024 04:20,1484.15,3333.0,1799.1525423728813,2245.7118644067796,1602.8333333333333,1991.35,2775.9,2402.4,2535.0338983050847,3333.0,2655.9322033898306
02/01/2024 04:30,1592.4833333333333,3333.0,1759.0833333333333,2744.6666666666665,1664.3333333333333,1979.8666666666666,2618.4333333333334,2397.1833333333334,2624.883333333333,3333.0,2296.233333333333
02/01/2024 04:40,1673.8166666666666,3333.0,1737.0338983050847,2874.8474576271187,1641.9833333333333,1934.6166666666666,2858.266666666667,2501.9666666666667,2655.5423728813557,3333.0,2308.5254237288136
02/01/2024 04:50,1705.9666666666667,3333.0,1768.0,2645.14,1667.6333333333334,1922.5166666666667,2690.75,2817.516666666667,2778.3050847457625,3333.0,2337.0392156862745
02/01/2024 05:00,1675.4333333333334,3333.0,1831.375,2689.25,1687.7333333333333,1905.3166666666666,2629.4406779661017,2879.95,2925.0,3333.0,2564.6041666666665
02/01/2024 05:10,1852.7666666666667,3333.0,1772.4791666666667,2750.7755102040815,1743.0833333333333,1903.7333333333333,2703.05,2828.6610169491523,2826.9661016949153,3333.0,2594.5208333333335
02/01/2024 05:20,1870.2833333333333,3333.0,1813.4745762711864,2591.864406779661,1766.8833333333334,1888.3166666666666,2572.2833333333333,2650.4166666666665,2971.3898305084745,3333.0,2737.677966101695
02/01/2024 05:30,1836.7333333333333,3333.0,1794.2666666666667,2362.1,1805.6333333333334,1874.4166666666667,2389.1666666666665,2649.883333333333,2985.8166666666666,3333.0,2777.9
